RF_ID	RF_DESC
17143	UG3, Span 734 (Kp: 138.839) Centre
17144	UG3, Span 734 (Kp: 138.839) Port
17145	UG3, Span 734 (Kp: 138.839) Starboard
17146	UG3, Span 737 (Kp: 138.942) Centre
17147	UG3, Span 737 (Kp: 138.942) Port
17148	UG3, Span 737 (Kp: 138.942) Starboard
17149	UG3, Span 737 (Kp: 138.942) Centre
17150	UG3, Span 737 (Kp: 138.942) Port
17151	UG3, Span 737 (Kp: 138.942) Starboard
17152	UG3, Span 740 (Kp: 139.221) Centre
17153	UG3, Span 740 (Kp: 139.221) Port
17154	UG3, Span 740 (Kp: 139.221) Starboard
17155	UG3, Span 740 (Kp: 139.221) Centre
17156	UG3, Span 740 (Kp: 139.221) Port
17157	UG3, Span 740 (Kp: 139.221) Starboard
17158	UG3, Span 744 (Kp: 140.13) Centre
17159	UG3, Span 744 (Kp: 140.13) Port
17160	UG3, Span 744 (Kp: 140.13) Starboard
17161	UG3, Span 744 (Kp: 140.13) Centre
17162	UG3, Span 744 (Kp: 140.13) Port
17163	UG3, Span 744 (Kp: 140.13) Starboard
17164	UG3, Span 756 (Kp: 141.928) Centre
17165	UG3, Span 756 (Kp: 141.928) Port
17166	UG3, Span 756 (Kp: 141.928) Starboard
17167	UG3, Span 756 (Kp: 141.928) Centre
17168	UG3, Span 756 (Kp: 141.928) Port
17169	UG3, Span 756 (Kp: 141.928) Starboard
17170	UG3, Span 764 (Kp: 142.284) Centre
17171	UG3, Span 764 (Kp: 142.284) Port
17172	UG3, Span 764 (Kp: 142.284) Starboard
17173	UG3, Span 764 (Kp: 142.284) Centre
17174	UG3, Span 764 (Kp: 142.284) Port
17175	UG3, Span 764 (Kp: 142.284) Starboard
17176	UG3, Span 765 (Kp: 142.404) Centre
17177	UG3, Span 765 (Kp: 142.404) Port
17178	UG3, Span 765 (Kp: 142.404) Starboard
17179	UG3, Span 765 (Kp: 142.404) Centre
17180	UG3, Span 765 (Kp: 142.404) Port
17181	UG3, Span 765 (Kp: 142.404) Starboard
17182	UG3, Span 766 (Kp: 142.456) Centre
17183	UG3, Span 766 (Kp: 142.456) Port
17184	UG3, Span 766 (Kp: 142.456) Starboard
17185	UG3, Span 766 (Kp: 142.456) Centre
17186	UG3, Span 766 (Kp: 142.456) Port
17187	UG3, Span 766 (Kp: 142.456) Starboard
17188	UG3, Span 767 (Kp: 142.831) Centre
17189	UG3, Span 767 (Kp: 142.831) Port
17190	UG3, Span 767 (Kp: 142.831) Starboard
17191	UG3, Span 767 (Kp: 142.831) Centre
17192	UG3, Span 767 (Kp: 142.831) Port
17193	UG3, Span 767 (Kp: 142.831) Starboard
17194	UG3, Span 768 (Kp: 143.026) Centre
17195	UG3, Span 768 (Kp: 143.026) Port
17196	UG3, Span 768 (Kp: 143.026) Starboard
17197	UG3, Span 768 (Kp: 143.026) Centre
17198	UG3, Span 768 (Kp: 143.026) Port
17199	UG3, Span 768 (Kp: 143.026) Starboard
17200	UG3, Span 772 (Kp: 143.164) Centre
17201	UG3, Span 772 (Kp: 143.164) Port
17202	UG3, Span 772 (Kp: 143.164) Starboard
17203	UG3, Span 772 (Kp: 143.164) Centre
17204	UG3, Span 772 (Kp: 143.164) Port
17205	UG3, Span 772 (Kp: 143.164) Starboard
17206	UG3, Span 774 (Kp: 143.224) Centre
17207	UG3, Span 774 (Kp: 143.224) Port
17208	UG3, Span 774 (Kp: 143.224) Starboard
17209	UG3, Span 774 (Kp: 143.224) Centre
17210	UG3, Span 774 (Kp: 143.224) Port
17211	UG3, Span 774 (Kp: 143.224) Starboard
17212	UG3, Span 777 (Kp: 143.407) Centre
17213	UG3, Span 777 (Kp: 143.407) Port
17214	UG3, Span 777 (Kp: 143.407) Starboard
17215	UG3, Span 777 (Kp: 143.407) Centre
17216	UG3, Span 777 (Kp: 143.407) Port
17217	UG3, Span 777 (Kp: 143.407) Starboard
17218	UG3, Span 778 (Kp: 143.475) Centre
17219	UG3, Span 778 (Kp: 143.475) Port
17220	UG3, Span 778 (Kp: 143.475) Starboard
17221	UG3, Span 778 (Kp: 143.475) Centre
17222	UG3, Span 778 (Kp: 143.475) Port
17223	UG3, Span 778 (Kp: 143.475) Starboard
17224	UG3, Span 779 (Kp: 143.546) Centre
17225	UG3, Span 779 (Kp: 143.546) Port
17226	UG3, Span 779 (Kp: 143.546) Starboard
17227	UG3, Span 779 (Kp: 143.546) Centre
17228	UG3, Span 779 (Kp: 143.546) Port
17229	UG3, Span 779 (Kp: 143.546) Starboard
17230	UG3, Span 780 (Kp: 143.605) Centre
17231	UG3, Span 780 (Kp: 143.605) Port
17232	UG3, Span 780 (Kp: 143.605) Starboard
17233	UG3, Span 780 (Kp: 143.605) Centre
17234	UG3, Span 780 (Kp: 143.605) Port
17235	UG3, Span 780 (Kp: 143.605) Starboard
17236	UG3, Span 781 (Kp: 143.715) Centre
17237	UG3, Span 781 (Kp: 143.715) Port
17238	UG3, Span 781 (Kp: 143.715) Starboard
17239	UG3, Span 781 (Kp: 143.715) Centre
17240	UG3, Span 781 (Kp: 143.715) Port
17241	UG3, Span 781 (Kp: 143.715) Starboard
17242	UG3, Span 782 (Kp: 143.819) Centre
17243	UG3, Span 782 (Kp: 143.819) Port
17244	UG3, Span 782 (Kp: 143.819) Starboard
17245	UG3, Span 782 (Kp: 143.819) Centre
17246	UG3, Span 782 (Kp: 143.819) Port
17247	UG3, Span 782 (Kp: 143.819) Starboard
17248	UG3, Span 783 (Kp: 143.9) Centre
17249	UG3, Span 783 (Kp: 143.9) Port
17250	UG3, Span 783 (Kp: 143.9) Starboard
17251	UG3, Span 783 (Kp: 143.9) Centre
17252	UG3, Span 783 (Kp: 143.9) Port
17253	UG3, Span 783 (Kp: 143.9) Starboard
17254	UG3, Span 784 (Kp: 144.001) Centre
17255	UG3, Span 784 (Kp: 144.001) Port
17256	UG3, Span 784 (Kp: 144.001) Starboard
17257	UG3, Span 784 (Kp: 144.001) Centre
17258	UG3, Span 784 (Kp: 144.001) Port
17259	UG3, Span 784 (Kp: 144.001) Starboard
17260	UG3, Span 785 (Kp: 144.07) Centre
17261	UG3, Span 785 (Kp: 144.07) Port
17262	UG3, Span 785 (Kp: 144.07) Starboard
17263	UG3, Span 785 (Kp: 144.07) Centre
17264	UG3, Span 785 (Kp: 144.07) Port
17265	UG3, Span 785 (Kp: 144.07) Starboard
17266	UG3, Span 786 (Kp: 144.179) Centre
17267	UG3, Span 786 (Kp: 144.179) Port
17268	UG3, Span 786 (Kp: 144.179) Starboard
17269	UG3, Span 786 (Kp: 144.179) Centre
17270	UG3, Span 786 (Kp: 144.179) Port
17271	UG3, Span 786 (Kp: 144.179) Starboard
17272	UG3, Span 787 (Kp: 144.249) Centre
17273	UG3, Span 787 (Kp: 144.249) Port
17274	UG3, Span 787 (Kp: 144.249) Starboard
17275	UG3, Span 787 (Kp: 144.249) Centre
17276	UG3, Span 787 (Kp: 144.249) Port
17277	UG3, Span 787 (Kp: 144.249) Starboard
17278	UG3, Span 790 (Kp: 144.444) Centre
17279	UG3, Span 790 (Kp: 144.444) Port
17280	UG3, Span 790 (Kp: 144.444) Starboard
17281	UG3, Span 790 (Kp: 144.444) Centre
17282	UG3, Span 790 (Kp: 144.444) Port
17283	UG3, Span 790 (Kp: 144.444) Starboard
17284	UG3, Span 794 (Kp: 144.719) Centre
17285	UG3, Span 794 (Kp: 144.719) Port
17286	UG3, Span 794 (Kp: 144.719) Starboard
17287	UG3, Span 794 (Kp: 144.719) Centre
17288	UG3, Span 794 (Kp: 144.719) Port
17289	UG3, Span 794 (Kp: 144.719) Starboard
17290	UG3, Span 797 (Kp: 144.915) Centre
17291	UG3, Span 797 (Kp: 144.915) Port
17292	UG3, Span 797 (Kp: 144.915) Starboard
17293	UG3, Span 797 (Kp: 144.915) Centre
17294	UG3, Span 797 (Kp: 144.915) Port
17295	UG3, Span 797 (Kp: 144.915) Starboard
17296	UG3, Span 798 (Kp: 145.067) Centre
17297	UG3, Span 798 (Kp: 145.067) Port
17298	UG3, Span 798 (Kp: 145.067) Starboard
17299	UG3, Span 798 (Kp: 145.067) Centre
17300	UG3, Span 798 (Kp: 145.067) Port
17301	UG3, Span 798 (Kp: 145.067) Starboard
17302	UG3, Span 799 (Kp: 145.129) Centre
17303	UG3, Span 799 (Kp: 145.129) Port
17304	UG3, Span 799 (Kp: 145.129) Starboard
17305	UG3, Span 799 (Kp: 145.129) Centre
17306	UG3, Span 799 (Kp: 145.129) Port
17307	UG3, Span 799 (Kp: 145.129) Starboard
17308	UG3, Span 800 (Kp: 145.192) Centre
17309	UG3, Span 800 (Kp: 145.192) Port
17310	UG3, Span 800 (Kp: 145.192) Starboard
17311	UG3, Span 800 (Kp: 145.192) Centre
17312	UG3, Span 800 (Kp: 145.192) Port
17313	UG3, Span 800 (Kp: 145.192) Starboard
17314	UG3, Span 808 (Kp: 145.475) Centre
17315	UG3, Span 808 (Kp: 145.475) Port
17316	UG3, Span 808 (Kp: 145.475) Starboard
17317	UG3, Span 808 (Kp: 145.475) Centre
17318	UG3, Span 808 (Kp: 145.475) Port
17319	UG3, Span 808 (Kp: 145.475) Starboard
17320	UG3, Span 809 (Kp: 145.556) Centre
17321	UG3, Span 809 (Kp: 145.556) Port
17322	UG3, Span 809 (Kp: 145.556) Starboard
17323	UG3, Span 809 (Kp: 145.556) Centre
17324	UG3, Span 809 (Kp: 145.556) Port
17325	UG3, Span 809 (Kp: 145.556) Starboard
17326	UG3, Span 811 (Kp: 145.657) Centre
17327	UG3, Span 811 (Kp: 145.657) Port
17328	UG3, Span 811 (Kp: 145.657) Starboard
17329	UG3, Span 811 (Kp: 145.657) Centre
17330	UG3, Span 811 (Kp: 145.657) Port
17331	UG3, Span 811 (Kp: 145.657) Starboard
17332	UG3, Span 812 (Kp: 145.773) Centre
17333	UG3, Span 812 (Kp: 145.773) Port
17334	UG3, Span 812 (Kp: 145.773) Starboard
17335	UG3, Span 812 (Kp: 145.773) Centre
17336	UG3, Span 812 (Kp: 145.773) Port
17337	UG3, Span 812 (Kp: 145.773) Starboard
17338	UG3, Span 814 (Kp: 145.982) Centre
17339	UG3, Span 814 (Kp: 145.982) Port
17340	UG3, Span 814 (Kp: 145.982) Starboard
17341	UG3, Span 814 (Kp: 145.982) Centre
17342	UG3, Span 814 (Kp: 145.982) Port
17343	UG3, Span 814 (Kp: 145.982) Starboard
17344	UG3, Span 820 (Kp: 146.205) Centre
17345	UG3, Span 820 (Kp: 146.205) Port
17346	UG3, Span 820 (Kp: 146.205) Starboard
17347	UG3, Span 820 (Kp: 146.205) Centre
17348	UG3, Span 820 (Kp: 146.205) Port
17349	UG3, Span 820 (Kp: 146.205) Starboard
17350	UG3, Span 822 (Kp: 146.487) Centre
17351	UG3, Span 822 (Kp: 146.487) Port
17352	UG3, Span 822 (Kp: 146.487) Starboard
17353	UG3, Span 822 (Kp: 146.487) Centre
17354	UG3, Span 822 (Kp: 146.487) Port
17355	UG3, Span 822 (Kp: 146.487) Starboard
17356	UG3, Span 824 (Kp: 146.589) Centre
17357	UG3, Span 824 (Kp: 146.589) Port
17358	UG3, Span 824 (Kp: 146.589) Starboard
17359	UG3, Span 824 (Kp: 146.589) Centre
17360	UG3, Span 824 (Kp: 146.589) Port
17361	UG3, Span 824 (Kp: 146.589) Starboard
17362	UG3, Span 825 (Kp: 146.712) Centre
17363	UG3, Span 825 (Kp: 146.712) Port
17364	UG3, Span 825 (Kp: 146.712) Starboard
17365	UG3, Span 825 (Kp: 146.712) Centre
17366	UG3, Span 825 (Kp: 146.712) Port
17367	UG3, Span 825 (Kp: 146.712) Starboard
17368	UG3, Span 826 (Kp: 146.796) Centre
17369	UG3, Span 826 (Kp: 146.796) Port
17370	UG3, Span 826 (Kp: 146.796) Starboard
17371	UG3, Span 826 (Kp: 146.796) Centre
17372	UG3, Span 826 (Kp: 146.796) Port
17373	UG3, Span 826 (Kp: 146.796) Starboard
17374	UG3, Span 827 (Kp: 146.875) Centre
17375	UG3, Span 827 (Kp: 146.875) Port
17376	UG3, Span 827 (Kp: 146.875) Starboard
17377	UG3, Span 827 (Kp: 146.875) Centre
17378	UG3, Span 827 (Kp: 146.875) Port
17379	UG3, Span 827 (Kp: 146.875) Starboard
17380	UG3, Span 833 (Kp: 147.148) Centre
17381	UG3, Span 833 (Kp: 147.148) Port
17382	UG3, Span 833 (Kp: 147.148) Starboard
17383	UG3, Span 833 (Kp: 147.148) Centre
17384	UG3, Span 833 (Kp: 147.148) Port
17385	UG3, Span 833 (Kp: 147.148) Starboard
17386	UG3, Span 838 (Kp: 147.4) Centre
17387	UG3, Span 838 (Kp: 147.4) Port
17388	UG3, Span 838 (Kp: 147.4) Starboard
17389	UG3, Span 838 (Kp: 147.4) Centre
17390	UG3, Span 838 (Kp: 147.4) Port
17391	UG3, Span 838 (Kp: 147.4) Starboard
17392	UG3, Span 840 (Kp: 147.489) Centre
17393	UG3, Span 840 (Kp: 147.489) Port
17394	UG3, Span 840 (Kp: 147.489) Starboard
17395	UG3, Span 840 (Kp: 147.489) Centre
17396	UG3, Span 840 (Kp: 147.489) Port
17397	UG3, Span 840 (Kp: 147.489) Starboard
17398	UG3, Span 842 (Kp: 147.581) Centre
17399	UG3, Span 842 (Kp: 147.581) Port
17400	UG3, Span 842 (Kp: 147.581) Starboard
17401	UG3, Span 842 (Kp: 147.581) Centre
17402	UG3, Span 842 (Kp: 147.581) Port
17403	UG3, Span 842 (Kp: 147.581) Starboard
17404	UG3, Span 844 (Kp: 147.684) Centre
17405	UG3, Span 844 (Kp: 147.684) Port
17406	UG3, Span 844 (Kp: 147.684) Starboard
17407	UG3, Span 844 (Kp: 147.684) Centre
17408	UG3, Span 844 (Kp: 147.684) Port
17409	UG3, Span 844 (Kp: 147.684) Starboard
17410	UG3, Span 846 (Kp: 147.799) Centre
17411	UG3, Span 846 (Kp: 147.799) Port
17412	UG3, Span 846 (Kp: 147.799) Starboard
17413	UG3, Span 846 (Kp: 147.799) Centre
17414	UG3, Span 846 (Kp: 147.799) Port
17415	UG3, Span 846 (Kp: 147.799) Starboard
17416	UG3, Span 848 (Kp: 148.026) Centre
17417	UG3, Span 848 (Kp: 148.026) Port
17418	UG3, Span 848 (Kp: 148.026) Starboard
17419	UG3, Span 848 (Kp: 148.026) Centre
17420	UG3, Span 848 (Kp: 148.026) Port
17421	UG3, Span 848 (Kp: 148.026) Starboard
17422	UG3, Span 849 (Kp: 148.12) Centre
17423	UG3, Span 849 (Kp: 148.12) Port
17424	UG3, Span 849 (Kp: 148.12) Starboard
17425	UG3, Span 849 (Kp: 148.12) Centre
17426	UG3, Span 849 (Kp: 148.12) Port
17427	UG3, Span 849 (Kp: 148.12) Starboard
17428	UG3, Span 851 (Kp: 148.286) Centre
17429	UG3, Span 851 (Kp: 148.286) Port
17430	UG3, Span 851 (Kp: 148.286) Starboard
17431	UG3, Span 851 (Kp: 148.286) Centre
17432	UG3, Span 851 (Kp: 148.286) Port
17433	UG3, Span 851 (Kp: 148.286) Starboard
17434	UG3, Span 856 (Kp: 148.508) Centre
17435	UG3, Span 856 (Kp: 148.508) Port
17436	UG3, Span 856 (Kp: 148.508) Starboard
17437	UG3, Span 856 (Kp: 148.508) Centre
17438	UG3, Span 856 (Kp: 148.508) Port
17439	UG3, Span 856 (Kp: 148.508) Starboard
17440	UG3, Span 863 (Kp: 148.882) Centre
17441	UG3, Span 863 (Kp: 148.882) Port
17442	UG3, Span 863 (Kp: 148.882) Starboard
17443	UG3, Span 863 (Kp: 148.882) Centre
17444	UG3, Span 863 (Kp: 148.882) Port
17445	UG3, Span 863 (Kp: 148.882) Starboard
17446	UG3, Span 865 (Kp: 149.011) Centre
17447	UG3, Span 865 (Kp: 149.011) Port
17448	UG3, Span 865 (Kp: 149.011) Starboard
17449	UG3, Span 865 (Kp: 149.011) Centre
17450	UG3, Span 865 (Kp: 149.011) Port
17451	UG3, Span 865 (Kp: 149.011) Starboard
17452	UG3, Span 884 (Kp: 149.815) Centre
17453	UG3, Span 884 (Kp: 149.815) Port
17454	UG3, Span 884 (Kp: 149.815) Starboard
17455	UG3, Span 884 (Kp: 149.815) Centre
17456	UG3, Span 884 (Kp: 149.815) Port
17457	UG3, Span 884 (Kp: 149.815) Starboard
17458	UG3, Span 899 (Kp: 150.361) Centre
17459	UG3, Span 899 (Kp: 150.361) Port
17460	UG3, Span 899 (Kp: 150.361) Starboard
17461	UG3, Span 899 (Kp: 150.361) Centre
17462	UG3, Span 899 (Kp: 150.361) Port
17463	UG3, Span 899 (Kp: 150.361) Starboard
17464	UG3, Span 905 (Kp: 150.594) Centre
17465	UG3, Span 905 (Kp: 150.594) Port
17466	UG3, Span 905 (Kp: 150.594) Starboard
17467	UG3, Span 905 (Kp: 150.594) Centre
17468	UG3, Span 905 (Kp: 150.594) Port
17469	UG3, Span 905 (Kp: 150.594) Starboard
17470	UG3, Span 906 (Kp: 150.661) Centre
17471	UG3, Span 906 (Kp: 150.661) Port
17472	UG3, Span 906 (Kp: 150.661) Starboard
17473	UG3, Span 906 (Kp: 150.661) Centre
17474	UG3, Span 906 (Kp: 150.661) Port
17475	UG3, Span 906 (Kp: 150.661) Starboard
17476	UG3, Span 914 (Kp: 150.975) Centre
17477	UG3, Span 914 (Kp: 150.975) Port
17478	UG3, Span 914 (Kp: 150.975) Starboard
17479	UG3, Span 914 (Kp: 150.975) Centre
17480	UG3, Span 914 (Kp: 150.975) Port
17481	UG3, Span 914 (Kp: 150.975) Starboard
17482	UG3, Span 922 (Kp: 151.335) Centre
17483	UG3, Span 922 (Kp: 151.335) Port
17484	UG3, Span 922 (Kp: 151.335) Starboard
17485	UG3, Span 922 (Kp: 151.335) Centre
17486	UG3, Span 922 (Kp: 151.335) Port
17487	UG3, Span 922 (Kp: 151.335) Starboard
17488	UG3, Span 927 (Kp: 151.592) Centre
17489	UG3, Span 927 (Kp: 151.592) Port
17490	UG3, Span 927 (Kp: 151.592) Starboard
17491	UG3, Span 927 (Kp: 151.592) Centre
17492	UG3, Span 927 (Kp: 151.592) Port
17493	UG3, Span 927 (Kp: 151.592) Starboard
17494	UG3, Span 930 (Kp: 151.742) Centre
17495	UG3, Span 930 (Kp: 151.742) Port
17496	UG3, Span 930 (Kp: 151.742) Starboard
17497	UG3, Span 930 (Kp: 151.742) Centre
17498	UG3, Span 930 (Kp: 151.742) Port
17499	UG3, Span 930 (Kp: 151.742) Starboard
17500	UG3, Span 935 (Kp: 151.944) Centre
17501	UG3, Span 935 (Kp: 151.944) Port
17502	UG3, Span 935 (Kp: 151.944) Starboard
17503	UG3, Span 935 (Kp: 151.944) Centre
17504	UG3, Span 935 (Kp: 151.944) Port
17505	UG3, Span 935 (Kp: 151.944) Starboard
17506	UG3, Span 944 (Kp: 152.158) Centre
17507	UG3, Span 944 (Kp: 152.158) Port
17508	UG3, Span 944 (Kp: 152.158) Starboard
17509	UG3, Span 944 (Kp: 152.158) Centre
17510	UG3, Span 944 (Kp: 152.158) Port
17511	UG3, Span 944 (Kp: 152.158) Starboard
17512	UG3, Span 946 (Kp: 152.262) Centre
17513	UG3, Span 946 (Kp: 152.262) Port
17514	UG3, Span 946 (Kp: 152.262) Starboard
17515	UG3, Span 946 (Kp: 152.262) Centre
17516	UG3, Span 946 (Kp: 152.262) Port
17517	UG3, Span 946 (Kp: 152.262) Starboard
17518	UG3, Span 950 (Kp: 152.461) Centre
17519	UG3, Span 950 (Kp: 152.461) Port
17520	UG3, Span 950 (Kp: 152.461) Starboard
17521	UG3, Span 950 (Kp: 152.461) Centre
17522	UG3, Span 950 (Kp: 152.461) Port
17523	UG3, Span 950 (Kp: 152.461) Starboard
17524	UG3, Span 954 (Kp: 152.634) Centre
17525	UG3, Span 954 (Kp: 152.634) Port
17526	UG3, Span 954 (Kp: 152.634) Starboard
17527	UG3, Span 954 (Kp: 152.634) Centre
17528	UG3, Span 954 (Kp: 152.634) Port
17529	UG3, Span 954 (Kp: 152.634) Starboard
17530	UG3, Span 955 (Kp: 152.708) Centre
17531	UG3, Span 955 (Kp: 152.708) Port
17532	UG3, Span 955 (Kp: 152.708) Starboard
17533	UG3, Span 955 (Kp: 152.708) Centre
17534	UG3, Span 955 (Kp: 152.708) Port
17535	UG3, Span 955 (Kp: 152.708) Starboard
17536	UG3, Span 963 (Kp: 153.201) Centre
17537	UG3, Span 963 (Kp: 153.201) Port
17538	UG3, Span 963 (Kp: 153.201) Starboard
17539	UG3, Span 963 (Kp: 153.201) Centre
17540	UG3, Span 963 (Kp: 153.201) Port
17541	UG3, Span 963 (Kp: 153.201) Starboard
17542	UG3, Span 970 (Kp: 153.489) Centre
17543	UG3, Span 970 (Kp: 153.489) Port
17544	UG3, Span 970 (Kp: 153.489) Starboard
17545	UG3, Span 970 (Kp: 153.489) Centre
17546	UG3, Span 970 (Kp: 153.489) Port
17547	UG3, Span 970 (Kp: 153.489) Starboard
17548	UG3, Span 995 (Kp: 154.547) Centre
17549	UG3, Span 995 (Kp: 154.547) Port
17550	UG3, Span 995 (Kp: 154.547) Starboard
17551	UG3, Span 995 (Kp: 154.547) Centre
17552	UG3, Span 995 (Kp: 154.547) Port
17553	UG3, Span 995 (Kp: 154.547) Starboard
17554	UG3, Stabilisation 102 (Kp: 458.232) Centre
17555	UG3, Stabilisation 102 (Kp: 458.232) Port
17556	UG3, Stabilisation 102 (Kp: 458.232) Starboard
17557	UG3, Stabilisation 103 (Kp: 458.028) Centre
17558	UG3, Stabilisation 103 (Kp: 458.028) Port
17559	UG3, Stabilisation 103 (Kp: 458.028) Starboard
17560	UG3, Stabilisation 104 (Kp: 457.937) Centre
17561	UG3, Stabilisation 104 (Kp: 457.937) Port
17562	UG3, Stabilisation 104 (Kp: 457.937) Starboard
17563	UG3, Stabilisation 111 (Kp: 11.212) Centre
17564	UG3, Stabilisation 111 (Kp: 11.212) Port
17565	UG3, Stabilisation 111 (Kp: 11.212) Starboard
17566	UG3, Stabilisation 112 (Kp: 11.159) Centre
17567	UG3, Stabilisation 112 (Kp: 11.159) Port
17568	UG3, Stabilisation 112 (Kp: 11.159) Starboard
17569	UG3, Stabilisation 113 (Kp: 2.041) Centre
17570	UG3, Stabilisation 113 (Kp: 2.041) Port
17571	UG3, Stabilisation 113 (Kp: 2.041) Starboard
17572	UG3, Stabilisation 114 (Kp: 1.398) Centre
17573	UG3, Stabilisation 114 (Kp: 1.398) Port
17574	UG3, Stabilisation 114 (Kp: 1.398) Starboard
17575	UG3, Stabilisation 115 (Kp: 1.359) Centre
17576	UG3, Stabilisation 115 (Kp: 1.359) Port
17577	UG3, Stabilisation 115 (Kp: 1.359) Starboard
17578	UG3, Stabilisation 116 (Kp: -0.266) Centre
17579	UG3, Stabilisation 116 (Kp: -0.266) Port
17580	UG3, Stabilisation 116 (Kp: -0.266) Starboard
17581	UG3, Stabilisation 68 (Kp: 123.637) Centre
17582	UG3, Stabilisation 68 (Kp: 123.637) Port
17583	UG3, Stabilisation 68 (Kp: 123.637) Starboard
17584	UG3, Stabilisation 70 (Kp: 128.565) Centre
17585	UG3, Stabilisation 70 (Kp: 128.565) Port
17586	UG3, Stabilisation 70 (Kp: 128.565) Starboard
17587	UG3, Stabilisation 71 (Kp: 136.547) Centre
17588	UG3, Stabilisation 71 (Kp: 136.547) Port
17589	UG3, Stabilisation 71 (Kp: 136.547) Starboard
17590	UG3, Stabilisation 72 (Kp: 137.101) Centre
17591	UG3, Stabilisation 72 (Kp: 137.101) Port
17592	UG3, Stabilisation 72 (Kp: 137.101) Starboard
17593	UG3, Stabilisation 82 (Kp: 267.257) Centre
17594	UG3, Stabilisation 82 (Kp: 267.257) Port
17595	UG3, Stabilisation 82 (Kp: 267.257) Starboard
17596	UG3, Stabilisation 83 (Kp: 488.742) Centre
17597	UG3, Stabilisation 83 (Kp: 488.742) Port
17598	UG3, Stabilisation 83 (Kp: 488.742) Starboard
17599	UG3, Stabilisation 88 (Kp: 473.234) Centre
17600	UG3, Stabilisation 88 (Kp: 473.234) Port
17601	UG3, Stabilisation 88 (Kp: 473.234) Starboard
17602	UMBA, Add Feature 105 (Kp: 3.93) Centre
17603	UMBA, Add Feature 106 (Kp: 3.976) Centre
17604	UMBA, Displacement 18 (Kp: 3.876) Centre
17605	UMBA, Status Check 10 (Kp: 3.832) Centre
17606	UMBA, Status Check 11 (Kp: 3.835) Centre
17607	UMBA, Status Check 12 (Kp: 3.89) Centre
17608	UMBA, Status Check 13 (Kp: 3.925) Centre
17609	UMBA, Status Check 14 (Kp: 3.935) Centre
17610	UMBA, Status Check 15 (Kp: 3.94) Centre
17611	UMBA, Status Check 16 (Kp: 3.945) Centre
17612	UMBA, Status Check 17 (Kp: 3.975) Centre
17613	UMBA, Status Check 9 (Kp: 3.802) Centre
17614	UMBB, Add Feature 59 (Kp: 28.943) Centre
17615	UMBB, Add Feature 60 (Kp: 28.915) Centre
17616	UMBB, Add Feature 63 (Kp: 28.895) Centre
17617	UMBB, Add Feature 64 (Kp: 28.763) Centre
17618	UMBB, Add Feature 65 (Kp: 28.746) Centre
17619	UMBB, Add Feature 66 (Kp: 28.999) Centre
17620	UMBB, Add Feature 67 (Kp: 28.819) Centre
17621	UMBB, Add Feature 68 (Kp: 28.766) Centre
17622	UMBB, Stabilisation 117 (Kp: 28.898) Centre
17623	UMBB, Stabilisation 129 (Kp: 28.762) Centre
17624	UMBB, Stabilisation 130 (Kp: 28.881) Centre
17625	UMBB, Status Check 2 (Kp: 3.898) Centre
17626	UMBB, Status Check 3 (Kp: 3.983) Centre
17627	UMBB, Status Check 4 (Kp: 3.981) Centre
17628	UMBB, Status Check 5 (Kp: 3.977) Centre
17629	UMBB, Status Check 6 (Kp: 4.008) Centre
17630	UMBB, Status Check 7 (Kp: 4.01) Centre
17631	UMBB, Status Check 8 (Kp: 4.021) Centre
17632	UT21, Status Check 42 (Kp: 0) Centre
17633	UTAA, Coatings 47 (Kp: 0.001) Centre
17634	UTAA, CP Reading 64 (Kp: 0.001) Centre
17635	UTAB, Coatings 44 (Kp: 0) Centre
17636	UTAB, CP Reading 62 (Kp: 0.001) Centre
17637	V253, Bolted Item 85 (Kp: 0) Centre
17638	V253, Status Check 35 (Kp: 0) Centre
17639	2005 Nov - TPF1 SSIV WEEPING FITTING INSPECTION
17640	ROV Intervention Campaign Q4 2005 / SSIV CLOSE VISUAL INSPECTION TO DETREMINE GEP SSIV155-16 VALVE POSITION
17641	SSIV CLOSE VISUAL INSPECTION TO DETREMINE GEP SSIV155-16 VALVE POSITION
17642	TPF1 PLEM EXPANSION SLIDE INSPECTION
17643	Anode Measurement and CP Readings
17644	Anomaly 05-0170 Well Jumper MA-9 (135B)
17645	MDC CONTINUITY STRAP INSTALLATION
17646	ROV Intervention Campaign Q4 2005 - QUARTERLY SUBSEA WELLHEAD GVI
17647	Anomaly 05-0186
17648	00-ME-RP-18312 Malampaya Subsea Assets 2005 Inspection Campaign Final Report (Vol 1 of 2)
17649	2005 JP Kenny 24 GEP Inspection Requirements (JPK P-7-001)
17650	2005 JP Kenny Two-phase Flowlines Inspection Requirements (JPK P-7-002)
17651	2005 JP Kenny Two-phase Flowline Level 2 Freespan Analysis (JPK P-7-004)
17652	2005 JP Kenny 24 GEP Level 2 Freespan Analysis (JPK P-7-006)
17653	2005 JP Kenny 24 GEP Level 3 Freespan Analysis Rev_A (JPK P-7-007)
17654	2005 JP Kenny Two-phase Flowlines Level 3 Freespan Analysis (JPK P-7-008)
17655	PART-A_TPF1_Painting_Coating_Records
17656	PART-A_TPF1_SpoolPieceAS-Built-Drawings
17657	PART-A_TPF2_Painting_Coating_Records
17658	PART-A_TPF2_SpoolPieceAS-Built-Drawings
17659	PART-B_TPF1_Painting_Coating_Records
